,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Cilindrada,Potencia Máxima Declarada,Altura asiento,URL imágenes,URL logos
293,Honda,CB 125 R 2018,4.275 €,A1,Naked,2018,https://www.honda.es/motorcycles.html,125 cc,13 cv,775 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cb-125-r-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
294,Honda,CRF 1000 L Africa Twin 2018,13.600 €,A/A2,Trail,2016,https://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-crf-1000-l-africa-twin-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
295,Honda,VFR 800X Crossrunner 2017,13.499 €,A,Trail,2017,https://www.honda.es/motorcycles.html,782 cc,104 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-vfr-800-x-crossrunner-2.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
296,Honda,Vision 110 2017,2.049 €,A1,Scooter,2017,https://www.honda.es/motorcycles.html,108 cc,8 cv,760 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-vision-110-2017-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
297,Honda,SH 125 Scoopy 2017,3.389 €,A1,Scooter,2017,https://www.honda.es/motorcycles.html,125 cc,12 cv,799 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-sh-125-scoopy-2017-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
298,Honda,Forza 125 2017,4.799 €,A1,Scooter,2017,https://www.honda.es/motorcycles.html,125 cc,14 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-forza-125-2017-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
299,Honda,CB 1100 EX 2017,13.499 €,A,Naked,2017,https://www.honda.es/motorcycles.html,1.140 cc,89 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_1100_ex.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
300,Honda,CBR 1000 RR Fireblade SP 2017,19.980 €,A,Deportiva,2017,https://www.honda.es/motorcycles.html,999 cc,189 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-fireblade-2017-sp.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
301,Honda,CBR 1000 RR Fireblade 2017,16.999 €,A,Deportiva,2017,https://www.honda.es/motorcycles.html,999 cc,189 cv,832 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-2017-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
302,Honda,GL 1800 Gold Wing,32.925 €,A,Touring,2016,https://www.honda.es/motorcycles.html,1.832 cc,118 cv,740 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-gl-1800-goldwing.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
303,Honda,NC 750 X,7.649 €,A2,Touring,2016,https://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nc-750-x-b2.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
304,Honda,VFR 800 F,13.499 €,A,Touring,2016,https://www.honda.es/motorcycles.html,782 cc,106 cv,789 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-vfr-800-f.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
305,Honda,MSX 125,3.249 €,A1,Naked,2016,https://www.honda.es/motorcycles.html,124 cc,10 cv,765 mm,https://motos-b60.kxcdn.com/sites/default/files/msx_1.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
306,Honda,Vision,2.049 €,A1,Scooter,2016,https://www.honda.es/motorcycles.html,108 cc,8 cv,755 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_vision_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
307,Honda,NC 700 X,8.229 €,A2,Trail,2016,https://www.honda.es/motorcycles.html,745 cc,54 cv,830 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-nc-700-x.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
308,Honda,NM4 Vultus,11.499 €,A,Touring,2016,https://www.honda.es/motorcycles.html,745 cc,54 cv,650 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_nm4_vultus_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
309,Honda,Wave 110i,1.849 €,A1,Scooter,2016,https://www.honda.es/motorcycles.html,109 cc,8 cv,760 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_wave_110i_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
310,Honda,NC 750 s,7.449 €,A2,Naked,2016,https://www.honda.es/motorcycles.html,745 cc,54 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/descarga.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
311,Honda,PCX 125,2.849 €,A1,Scooter,2016,https://www.honda.es/motorcycles.html,124 cc,11 cv,760 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-pcx-125.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
312,Honda,SH 125i,3.499 €,A1,Scooter,2016,https://www.honda.es/motorcycles.html,125 cc,11 cv,799 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-sh-125-scoopy.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
313,Honda,CTX 700,8.899 €,A2,Touring,2014,https://www.honda.es/motorcycles.html,669 cc,47 cv,720 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-ctx-700.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
314,Honda,SH 300i,5.689 €,A2,Scooter,2016,https://www.honda.es/motorcycles.html,279 cc,25 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-sh-300-scoopy.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
315,Honda,Crosstourer,16.199 €,A,Trail,2016,https://www.honda.es/motorcycles.html,1.237 cc,129 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crosstourer_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
316,Honda,ST 1300 Pan European,19.159 €,A,Touring,2016,https://www.honda.es/motorcycles.html,1.261 cc,126 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_st_1300_pan_european_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
317,Honda,Forza,4.799 €,A1,Scooter,2016,https://www.honda.es/motorcycles.html,125 cc,14 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-forza-125-2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
318,Honda,NT 700 V Deauville,10.519 €,A,Touring,2016,https://www.honda.es/motorcycles.html,680 cc,65 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-deauville.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
319,Honda,GL 1800 GoldWing F6B,25.749 €,A,Touring,2016,https://www.honda.es/motorcycles.html,1.832 cc,118 cv,725 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-goldwing-fc6b.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
320,Honda,VFR 800 X Crossrunner,13.499 €,A,Trail,2016,https://www.honda.es/motorcycles.html,782 cc,106 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_vfr_800_x_crossrunner_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
321,Honda,CB 500 F,5.799 €,A2,Naked,2016,https://www.honda.es/motorcycles.html,471 cc,47 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_500_f_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
322,Honda,CRF,4.459 €,A2,Offroad,2016,https://www.honda.es/motorcycles.html,249 cc,22 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf_250_l_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
323,Honda,CB 500 X,6.249 €,A2,Trail,2016,https://www.honda.es/motorcycles.html,471 cc,46 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_500_x_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
324,Honda,CBR 1000 RR Fireblade,16.739 €,A,Deportiva,2016,https://www.honda.es/motorcycles.html,999 cc,180 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-1000-rr-fireblade.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
325,Honda,CBR 125 R,3.499 €,A1,Deportiva,2016,https://www.honda.es/motorcycles.html,124 cc,12 cv,793 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-125-r-2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
326,Honda,CBR 500 R,6.249 €,A2,Deportiva,2016,https://www.honda.es/motorcycles.html,471 cc,46 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cbr_500_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
327,Honda,CB 1000 R,11.459 €,A,Naked,2016,https://www.honda.es/motorcycles.html,989 cc,125 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_1000_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
328,Honda,CBR 600 RR,13.099 €,A,Deportiva,2016,https://www.honda.es/motorcycles.html,599 cc,120 cv,823 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-cbr-600-rr.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
329,Honda,CB 1100 EX,13.499 €,A,Custom,2016,https://www.honda.es/motorcycles.html,1.140 cc,89 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_1100_ex_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
330,Honda,CRF 1000 L África Twin 2016,13.600 €,A/A2,Trail,2016,https://www.honda.es/motorcycles.html,998 cc,95 cv,870 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf_1000_l_africa_twin_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
331,Honda,CB 125 F,2.349 €,A1,Naked,2016,https://www.honda.es/motorcycles.html,124 cc,11 cv,775 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_cb_125_f_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
332,Honda,CRF 250 M,4.759 €,A2,Offroad,2016,https://www.honda.es/motorcycles.html,249 cc,22 cv,855 mm,https://motos-b60.kxcdn.com/sites/default/files/honda_crf_250_m_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
333,Honda,Integra,9.349 €,A2,Scooter,2016,https://www.honda.es/motorcycles.html,745 cc,53 cv,790 mm,https://motos-b60.kxcdn.com/sites/default/files/honda-integra-2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/honda.png
334,Yamaha,R6 Race 2022,13.199 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,599 cc,118 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-r6-race-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
335,Yamaha,R7 60 Aniversario,9.799 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-r7-aniversario-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
336,Yamaha,R7 2022,9.399 €,A,Deportiva,2022,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-r7-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
337,Yamaha,Tenere 700 World Raid 2022,12.599 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tenere-700-world-raid-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
338,Yamaha,Tenere 700 Rally Edition 2022,11.899 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tenere-700-rally-edition-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
339,Yamaha,Tenere 700 2022,10.299 €,A,Trail,2022,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,875 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tenere-700-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
340,Yamaha,XSR 700 XTribute 2022,8.799 €,A/A2,Naked,2022,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,855 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-xsr-700-xtribute.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
341,Yamaha,MT 09 SP 2022,11.899 €,A,Naked,2022,https://www.yamaha-motor.eu/es/es/,890 cc,94 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt09-sp-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
342,Yamaha,MT 09 2022,9.999 €,A,Naked,2022,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt09-2022.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
343,Yamaha,T Max 560 2022,12.499 €,A/A2,Scooter,2022,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_t-max-2022_14.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
344,Yamaha,XSR 125 2021,4.399 €,A1,Naked,2021,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-xsr-125-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
345,Yamaha,Tracer 7 2021,8.599 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-7-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
346,Yamaha,X Max 300 2021,5.999 €,A2,Scooter,2021,https://www.yamaha-motor.eu/es/es/,292 cc,28 cv,795 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-x-max-300.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
347,Yamaha,X Max 125 2021,4.999 €,A1,Scooter,2021,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-x-max-125.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
348,Yamaha,T Max 560 2021,12.499 €,A/A2,Scooter,2021,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-t-max-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
349,Yamaha,Tracer 9 GT 2021,14.299 €,A,Trail,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-9-gt-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
350,Yamaha,Tracer 9 2021,11.799 €,A,Trail,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-9-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
351,Yamaha,Tracer 7 GT 2021,9.359 €,A/A2,Trail,2021,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-7-gt-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
352,Yamaha,MT 07 2021,6.999 €,A/A2,Naked,2021,https://www.yamaha-motor.eu/es/es/,689 cc,73 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt-07-2021.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
353,Yamaha,MT 09 2021,9.899 €,A,Naked,2021,https://www.yamaha-motor.eu/es/es/,890 cc,119 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt09-2021-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
354,Yamaha,Tracer 700 2020,8.599 €,A/A2,Trail,2020,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,840 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-700-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
355,Yamaha,T Max 560 Tech 2020,14.399 €,A/A2,Scooter,2019,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-t-max-560-tech-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
356,Yamaha,T Max 560 2020,12.499 €,A/A2,Scooter,2019,https://www.yamaha-motor.eu/es/es/,562 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-t-max-560-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
357,Yamaha,MT 125 2020,4.549 €,A1,Naked,2019,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt-125_2020-4.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
358,Yamaha,MT 03 2020,5.300 €,A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt-03-2020-3.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
359,Yamaha,YZF R1M 2020,29.499 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-yzf-r1m-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
360,Yamaha,YZF R1 2020,21.899 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,855 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-yzf-r1-2020.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
361,Yamaha,Tenere 700 2019,9.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,72 cv,880 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tenere-700-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
362,Yamaha,Niken 2019,17.399 €,A,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,820 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-niken-2019-1.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
363,Yamaha,Tracer 700 GT 2019,8.299 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-700-gt-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
364,Yamaha,Tracer 700 2019,8.299 €,A/A2,Trail,2019,https://www.yamaha-motor.eu/es/es/,689 cc,74 cv,835 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-700-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
365,Yamaha,Tracer 900 GT 2019,11.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-900-gt-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
366,Yamaha,Tracer 900 2019,11.499 €,A,Trail,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-900-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
367,Yamaha,MT 10 Tourer Edition 2019,16.999 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt10-tourer-edition_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
368,Yamaha,MT 10 2019,15.799 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,998 cc,160 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt10_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
369,Yamaha,MT 125 2019,4.549 €,A1,Naked,2019,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt125_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
370,Yamaha,MT 03 2019,5.249 €,A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt03_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
371,Yamaha,MT 07 2019,6.799 €,A/A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt07_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
372,Yamaha,MT 09 2019,9.799 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_mt09_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
373,Yamaha,XSR 900 2019,10.499 €,A,Naked,2019,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_xsr-900_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
374,Yamaha,XSR 700 2019,7.699 €,A/A2,Naked,2019,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,815 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_xsr-700_2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
375,Yamaha,YZF R125 2019,4.999 €,A1,Deportiva,2019,https://www.yamaha-motor.eu/es/es/,125 cc,15 cv,825 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_yzf-r125-2019.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
376,Yamaha,T Max SX Sport Edition 2018,14.199 €,A,Scooter,2018,https://www.yamaha-motor.eu/es/es/,530 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tmax-sx-sport-edition-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
377,Yamaha,MT 07,6.799 €,A/A2,Naked,2018,https://www.yamaha-motor.eu/es/es/,689 cc,75 cv,805 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-mt-07-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
378,Yamaha,Tracer 900 GT 2018,13.299 €,A,Trail,2018,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-900-gt-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
379,Yamaha,Tracer 900 2018,11.499 €,A,Trail,2018,https://www.yamaha-motor.eu/es/es/,847 cc,115 cv,845 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tracer-900-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
380,Yamaha,X Max 125 2018,4.349 €,A1,Scooter,2018,https://www.yamaha-motor.eu/es/es/,124 cc,14 cv,792 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-xmax-125-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
381,Yamaha,X Max 400 2018,6.699 €,A2,Scooter,2018,https://www.yamaha-motor.eu/es/es/,395 cc,32 cv,766 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-xmax-400-2018.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
382,Yamaha,Tricity 125 2017,3.699 €,A1,Scooter,2017,https://www.yamaha-motor.eu/es/es/,125 cc,12 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tricity-125-2.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
383,Yamaha,T Max 2017,12.299 €,A/A2,Scooter,2017,https://www.yamaha-motor.eu/es/es/,530 cc,46 cv,800 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-tmax-530-2017-3.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
384,Yamaha,YBR 125,2.599 €,A1,Naked,2016,https://www.yamaha-motor.eu/es/es/,124 cc,10 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_ybr_125_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
385,Yamaha,YZF R6,13.849 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,599 cc,129 cv,850 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-yzf-r6.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
386,Yamaha,YZF R3,5.299 €,A2,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,321 cc,42 cv,780 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_yzf_r3_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
387,Yamaha,YZF R1,20.900 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,855 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_yzf_r1_2016.png,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
388,Yamaha,YZF R1M,25.900 €,A,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,998 cc,200 cv,860 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_yzf_r1m_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
389,Yamaha,XV 950 R,9.649 €,A/A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,942 cc,52 cv,690 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_xv_950_r_2016.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
390,Yamaha,YZF R125,4.699 €,A1,Deportiva,2016,https://www.yamaha-motor.eu/es/es/,124 cc,15 cv,810 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha-yzf-r125.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
391,Yamaha,XV 950 Racer,9.849 €,A/A2,Custom,2016,https://www.yamaha-motor.eu/es/es/,942 cc,52 cv,690 mm,https://motos-b60.kxcdn.com/sites/default/files/yamaha_xv_950_racer.jpg,https://motos-b60.kxcdn.com/sites/default/files/logo-yamaha.jpg
