,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
597,Suzuki,GSX-R 1000 2017,16.499 €,A,Deportiva,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"57,30 mm",4 Tiempos,999 cc,Gasolina sin plomo 95/98,"74,50 mm",En línea,DOHC,Electrónico CDI,4,4,,199 cv,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Hidráulico,Aluminio,Doble brazo con refuerzos de aluminio,,,Horquilla invertida multiregulable con cámara externa,,Monoamortiguador con bieletas multiregulable,120/70 ZR17,17,190/50 ZR17,17,ABS,320 mm,2,4,Disco,,1,Disco,810 mm,17 l,1.405 mm,2.045 mm,6,"98,00 mm","23,50 grados",Showa,Brembo,Monobloque radial,,202 kg,,,,,,,,,,,,130 mm,
598,Suzuki,GSX-S 750 2017,7.199 €,A/ A2,Naked,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"46,00 mm",4 Tiempos,749 cc,Gasolina sin plomo 95,"72,00 mm",En línea,DOHC,Electrónico CDI,4,4,,118 cv,Líquida,,10.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,41 mm,,Horquilla invertida multiregulable,,Monoamortiguador con bieletas,120/70 ZR17,17,180/55 ZR17,17,ABS,310 mm,2,4,Disco lobulado,,,Disco lobulado,820 mm,16 l,1.455 mm,2.125 mm,6,,,Kayaba,Nissin,Radial,,213 kg,,,,,,,,,,,,135 mm,
599,Suzuki,GSX-R 250 2017,N.D.,A2,Deportiva,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"55,20 mm",4 Tiempos,248 cc,Gasolina sin plomo 95,"53,50 mm",En línea,DOHC,Electrónico CDI,2,4,23 nm,25 cv,Líquida,6.500 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble cuna,Mecánico,Acero,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-17,17,140/55-17,17,ABS,290 mm,1,2,Disco lobulado,240 mm,1,Disco lobulado,790 mm,15 l,1.430 mm,2.085 mm,6,"104,00 mm","25,60 grados",,Nissin,,,,,,,,,,,,,,,,
600,Suzuki,GSX S 125 2017,4.199 €,A1,Naked,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"41,20 mm",4 Tiempos,124 cc,Gasolina sin plomo 95,"62,00 mm",Vertical,DOHC,Electrónico CDI,1,4,,11 cv,Líquida,,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,,,Horquilla convencional,,Monoamortiguador con bieletas,90/80 R17,17,130/70 R17,17,ABS,,1,2,Disco lobulado,,1,Disco lobulado,785 mm,11 l,1.300 mm,2.020 mm,6,,,,,,,133 kg,,,,,,,,,,,,,
601,Suzuki,GSX-R 125 2017,4.599 €,A1,Deportiva,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"41,20 mm",4 Tiempos,124 cc,Gasolina sin plomo 95,"62,00 mm",Vertical,DOHC,Electrónico CDI,1,4,,11 cv,Líquida,,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,,,Horquilla convencional,,Monoamortiguador con bieletas,90/80 R17,17,130/70 R17,17,ABS,,1,2,Disco lobulado,,1,Disco lobulado,785 mm,11 l,1.300 mm,1.975 mm,6,,,,,,,,,,,,,,,,,,,,
602,Suzuki,Intruder M1800 R,15.399 €,A,Custom,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"90,50 mm",4T,1.783 cc,Gasolina sin plomo 95/98,"112,00 mm",En V a 54º,DOHC,Electrónico digital CDI,2,4,,,Líquida,,,Multidisco en baño de aceite,Cardán,Doble cuna tubular,Hidraúlico,,Doble brazo de acero,,130 mm,Horquilla hidráulica invertida,118 mm,Monoamortiguador progresivo,130/70-18,"18""",240/40-18,"18""",,310 mm,2,4,Disco,275 mm,2,Disco,705 mm,19 l,1.710 mm,2.485 mm,5,"124,00 mm","31,00 grados",,Tokico,Radial,Tokico,319 kg,,,,,,,,,,,,,
603,Suzuki,Van Van 200,4.299 €,A2,Trail,2016,www.suzukicycles.com,Inyección electrónica,Automatico,"58,20 mm",4 T,199 cc,Gasolina sin plomo 95/98,"66,00 mm",,SOHC (un árbol de levas),Electrónico CDI,1,2,,,Aire,,,Multidisco en baño de aceite,Cadena,Simple cuna de acero tubular,,Acero,Doble brazo,33 mm,,Horquilla telescópica hidráulica,130 mm,Monoamortiguador,130/80-18 M/C 66P,"18""",180/80-14 M/C 78P,"14""",No,220 mm,1,2,De disco,130 mm,,De tambor,770 mm,7 l,1.385 mm,2.140 mm,5,,,,,,,128 kg,,,,,,,,,,,,,
604,Suzuki,Intruder M800,8.199 €,A/A2,Custom,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"74,40 mm",4T,805 cc,Gasolina sin plomo 95/98,"83,00 mm",En V a 45º,SOHC,Electrónico digital CDI,2,2,,,Líquida,,,Multidisco en baño de aceite,Cardán,Doble cuna,Mecánico,Acero,Doble brazo de acero,,,Horquilla invertida,,Amortiguador,130/90-16,"16""",170/80-15,"15""",No,300 mm,1,,Disco,,,Tambor,700 mm,16 l,1.655 mm,2.420 mm,5,,,,Tokico,,,,,,,,,,,,,,,,
605,Suzuki,SV 650 2016,6.699 €,A/A2,Naked,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"62,60 mm",4T,645 cc,Gasolina sin plomo 95/98,"81,00 mm",En V a 90º,DOHC,Electrónico CDI,2,4,64 nm,71 cv,Líquida,8.100 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Tubular,Mecánico,Acero,Doble brazo de acero,41 mm,125 mm,Horquilla hidráulica,130 mm,Monoamortiguador progresivo,120/70-17,"17""",160/60-17,"17""",,290 mm,2,2,Disco,240 mm,1,Disco,785 mm,14 l,1.445 mm,2.140 mm,6,"104,00 mm","25,00 grados",,Tokico,,Nissin,195 kg,,,,,,,,,,,,,
606,Suzuki,V Strom 1000,12.499 €,A,Trail,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"66,00 mm",4T,1.037 cc,Gasolina sin plomo 95/98,"100,00 mm",En V a 90º,DOHC,Electrónico digital CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida,159 mm,Monoamortiguador hidráulico progresivo,110/80-19,"19""",150/70-17,"17""",ABS de serie,310 mm,2,4,Disco flotante,260 mm,1,Disco,850 mm,20 l,1.555 mm,2.285 mm,6,"109,00 mm","25,00 grados",Kayaba,Tokico,Radial monobloque,Nissin,228 kg,,,,,,,,,,,,,
607,Suzuki,V Strom 650 XT,8.999 €,A,Trail,2016,https://moto.suzuki.es/,Inyección electrónica,,"62,60 mm",4 T,645 cc,Gasolina sin plomo 95/98,"81,00 mm",En V a 90º,DOHC,Electrónico Digital CDI,2,4,,67 cv,Liquida,,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,,Acero,Doble brazo,,150 mm,Horquilla hidráulica,150 mm,Monoamortiguador progresivo,110/80-19,"19 """,150/70-R17,"17 """,ABS,310 mm,2,4,De disco,260 mm,2,De disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,,Tokico de 4 pistones,,214 kg,,,,,,,,,,,,,
608,Suzuki,GSX S1000 F,13.099 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"59,00 mm",4T,999 cc,Gasolina sin plomo 95/98,"73,00 mm",En línea,DOHC,Electrónico CDI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,,Doble brazo de aluminio,43 mm,,Horquilla telescópica invertida,,Monoamortiguador,120/70-17,"17""",190/50-17,"17""",ABS opcional,310 mm,2,4,Disco flotante,,1,Disco,815 mm,17 l,,2.115 mm,6,"100,00 mm","25,00 grados",Kayaba,Brembo,Radial monobloque,,,Pro-Link,Brembo,,,,,,,,,,,
609,Suzuki,Hayabusa 1300,15.899 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,s,"65,00 mm",4T,1.340 cc,Gasolina sin plomo 95/98,"81,00 mm",Transversal,DOHC,Electrónico CDI,4,4,155 nm,197 cv,Líquida,7.000 rpm,9.800 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla hidráulica invertida,140 mm,Monoamortiguador,120/70-17,"17""",190/50-17,"17""",,310 mm,2,4,Disco,260 mm,1,Disco,805 mm,21 l,1.480 mm,2.190 mm,6,"93,00 mm","23,00 grados",,Tokico,Radial,,220 kg,,,,,,,,,,,,,
610,Suzuki,Intruder C1500 T,13.499 €,A,Custom,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"101,00 mm",4T,1.462 cc,Gasolina sin plomo 95/98,"96,00 mm",En V a 54º,SOHC,Electrónico digital CDI,2,4,,,Líquida,,,Multidisco antirrebote en baño de aceite,Cardán,Doble cuna tubular,Hidraúlico,,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con regulación de precarga,130/80-17,"17""",200/60-16,"16""",,,,,Disco,,,Disco,720 mm,18 l,1.675 mm,2.570 mm,5,"132,00 mm","31,00 grados",,,,,363 kg,,,,,,,,,,,,,
611,Suzuki,V Strom 650,8.599 €,A2,Trail,2016,https://moto.suzuki.es/,Inyección electrónica,Electrónico Digital CDI,"62,60 mm",4 T,645 cc,Gasolina sin plomo 95/98,"81,00 mm",En V a 90º,DOHC,Electrónico Digital CDI,2,4,,67 cv,Agua,,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,,Acero,Doble brazo,,150 mm,Horquilla hidráulica,150 mm,Monoamortiguador progresivo,110/80-19,"19 """,150/70-R17,"17 """,ABS,310 mm,2,4,De disco,260 mm,,De disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,Tokico de 4 pistones ABS,,2,214 kg,,,,,,,,,,,,,
612,Suzuki,Intruder C800 B,9.099 €,A/A2,Custom,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"74,40 mm",4T,805 cc,Gasolina sin plomo 95/98,"83,00 mm",En V a 45º,SOHC,Electrónico,2,4,,,Líquida,,,Multidisco en baño de aceite,Cardán,Doble cuna tubular,Hidraúlico,Acero,Doble brazo de acero,,140 mm,"Telescópica, amortiguación hidráulica",105 mm,Monoamortiguador,130/90-16,"16""",170/80-15,"15""",No,300 mm,1,3,Disco,180 mm,,Tambor,700 mm,16 l,1.655 mm,2.500 mm,5,"138,00 mm","33,00 grados",,Tokico,,,277 kg,,,,,,,,,,,,,
613,Suzuki,Van Van 125,3.699 €,A1,Trail,2013,www.suzukicycles.com,Inyección,Automatico,"48,80 mm",4 T,125 cc,Gasolina sin plomo 95/98,"57,00 mm",,SOHC (un árbol de levas),Electrónico CDI,1,2,10 nm,12 cv,Aire,7.700 rpm,,Multidisco en baño de aceite,Cadena,Simple cuna de acero tubular,,Acero,Doble brazo,,,Horquilla telescópica hidráulica,,Monoamortiguador,130/80-18 M/C 66P,"18""",180/80-14 M/C 78P,"14""",No,220 mm,1,2,De disco,130 mm,,De tambor,770 mm,8 l,1.385 mm,2.140 mm,6,,,,,,,117 kg,,,,,,,,,,,,,
614,Suzuki,Burgman 200,4.199 €,A2,Scooter,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"53,40 mm",4T,200 cc,Gasolina sin plomo 95/98,"69,00 mm",,SOHC,Electrónico CDI,1,4,,,Líquida,,,Automático,Correa,Tubular,Automático,Acero,"Motor, monobrazo",,92 mm,Horquilla telescópica hidraúlica,83 mm,Doble amortiguador,110/90-13,"13""",130/70-12,"12""",ABS opcional,220 mm,,,Disco,220 mm,,Disco,735 mm,11 l,1.465 mm,2.055 mm,,"93,00 mm","27,00 grados",,,,,161 kg,,,,,,,,,,,,,
615,Suzuki,GSX R1000,15.899 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"57,30 mm",4T,999 cc,Gasolina sin plomo 95/98,"74,50 mm",En línea,DOHC,Electrónico CDI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena de retenes,Doble viga,Hidraúlico,Aluminio,Doble brazo de aluminio,,,Horquilla invertida,,Monoamortiguador,120/70-17,"17""",190/50-17,"17""",No,310 mm,2,4,Disco,,1,Disco,810 mm,17 l,1.405 mm,2.045 mm,6,"98,00 mm","24,00 grados",Showa,Brembo,Radial monobloque,,205 kg,Pro-Link,Brembo,,,,,,,,,,,
616,Suzuki,Burgman 400,7.199 €,A2,Scooter,2016,www.suzukicycles.com,Inyección electrónica con cuerpos de mariposa de 38 mm,Automático,"77,60 mm",4T,400 cc,Gasolina sin plomo 95/98,"81,00 mm",,DOHC,Eléctrico,1,4,36 nm,34 cv,Líquida,5.800 rpm,7.300 rpm,Automático centrífugo en seco,Correa,Tubular,Automático,Acero,Motor conectado al chasis con bieletas y silent blocks,41 mm,110 mm,Horquilla telescópica hidraúlica,100 mm,Monoamortiguador hidráulico con sistema progresivo,120/80-14,"14""",150/70-13,"13""",ABS opcional,260 mm,2,2,Disco,210 mm,,Disco,710 mm,14 l,1.590 mm,2.265 mm,,"102,00 mm","25,00 grados",,,,,,,,,,,,,,,,,,
617,Suzuki,GSX R600,11.999 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"42,50 mm",4T,599 cc,Gasolina sin plomo 95/98,"67,00 mm",En línea,DOHC,Electrónico Digital CDI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,,,Horquilla invertida,,Amortiguador con botella de gas separada,120/70-17,"17""",180/55-17,"17""",No,,2,4,Disco,,1,Disco,810 mm,17 l,1.385 mm,2.030 mm,6,,,Showa,Brembo,Radial,Nissin,187 kg,,Brembo,,,,,,,,,,,
618,Suzuki,Burgman 650 Executive,10.999 €,A,Scooter,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"71,30 mm",4T,638 cc,Gasolina sin plomo 95/98,"75,50 mm",Paralelo,DOHC,Electrónico digital CDI,2,4,62 nm,55 cv,Líquida,5.000 rpm,7.000 rpm,"Multidisco en aceite, automático, tipo centrífugo",Correa,Tubular,Hidraúlico,Acero,Monobrazo de aluminio,,110 mm,Horquilla telescópica hidraúlica,100 mm,Doble amortiguador,120/70-15,"3,50-15""",160/60-14,"4,50-14""",ABS de serie,260 mm,2,2,Disco,230 mm,2,Disco,750 mm,15 l,1.590 mm,2.270 mm,5,"106,00 mm","26,00 grados",,Nissin,,,246 kg,,,,,,,,,,,,,
619,Suzuki,GSX R750,12.999 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"48,70 mm",4T,750 cc,Gasolina sin plomo 95/98,"78,00 mm",En línea,DOHC,Electrónico digital CDI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,,,Horquilla invertida,,Amortiguador con botella de gas separada,120/70-17,"17""",180/55-17,"17""",No,,2,4,Disco,,1,Disco,810 mm,17 l,1.390 mm,2.030 mm,6,,,Showa,Brembo,Radial,Nissin,190 kg,,Brembo,,,,,,,,,,,
620,Suzuki,Gladius 650,6.799 €,A/A2,Naked,2016,https://moto.suzuki.es/,Inyección electrónica con cuerpos de mariposa de 39 mm,Automático,"62,60 mm",4T,645 cc,Gasolina sin plomo 95/98,"81,00 mm",En V a 90º,DOHC,Electrónico CDI,2,4,63 nm,66 cv,Líquida,7.600 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Tubular,Mecánico,Acero,Doble brazo de acero,41 mm,125 mm,Horquilla hidraúlica,130 mm,Monoamortiguador progresivo,120/70-17,"3,50-17""",160/60-17,"5-17""",ABS opcional,290 mm,2,2,Disco,240 mm,1,Disco,785 mm,15 l,1.445 mm,2.130 mm,,"104,00 mm","25,00 grados",,Tokico,,Nissin,202 kg,,,,,,,,,,,,,
621,Suzuki,GSX S1000,11.999 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"59,00 mm",4T,999 cc,Gasolina sin plomo 95/98,"73,00 mm",En línea,DOHC,Electrónico CDI,4,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla telescópica invertida,,Monoamortiguador,120/70-17,"17""",190/50-17,"17""",ABS,310 mm,2,4,Disco flotante,,1,Disco,815 mm,17 l,,2.115 mm,6,"100,00 mm","25,00 grados",Kayaba,Brembo,Radial monobloque,,,Pro-Link,Brembo,,,,,,,,,,,
622,Suzuki,GSR 750 Z,8.599 €,A,Naked,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"46,00 mm",4T,749 cc,Gasolina sin plomo 95/98,"72,00 mm",En línea,DOHC,Electrónico transistorizado,4,4,80 nm,106 cv,Líquida,9.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo,41 mm,120 mm,Horquilla invertida,135 mm,Amortiguador,120/70-17,"3,50-17""",180/55-17,"5,50-17""",ABS opcional,310 mm,2,4,Disco,240 mm,1,Disco,815 mm,18 l,1.450 mm,2.115 mm,6,"104,00 mm","25,00 grados",Kayaba,Tokico,,Tokico,211 kg,,,,,,,,,,,,,
623,Suzuki,Address,1.990 €,A1,Scooter,2016,https://moto.suzuki.es/,Inyección electrónica,Automático/pedal,"55,20 mm",4T,113 cc,Gasolina sin plomo 95/98,"51,00 mm",,SOHC,Electrónico digital CDI,1,2,,,Aire,,,Automático centrífugo en seco,Correa,Tubular,Automático,,"Motor, monobrazo",,,Horquilla telescópica,,Amortiguador,80/90-14,"14""",90/90-14,"14""",No,,,2,Disco,,,Tambor,755 mm,5 l,1.260 mm,1.845 mm,,"97,00 mm","25,00 grados",,,,,97 kg,,,,,,,,,,,,,
624,Suzuki,Inazuma,3.899 €,A2,Naked,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"55,20 mm",47,248 cc,Gasolina sin plomo 95/98,"53,50 mm",Paralelo,SOHC,CDI,2,2,22 nm,24 cv,Líquida,6.500 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Doble cuna tubular,Mecánico,Acero,Doble brazo de acero,,,Horquilla telescópica,,Doble amortiguador,110/80-17,"17""",140/70-17,"17""",No,,1,2,Disco,,1,Disco,780 mm,13 l,1.430 mm,2.145 mm,6,,,,Nissin,,,173 kg,,,,,,,,,,,,,
625,Suzuki,Bandit 1250 S,9.499 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"64,00 mm",4T,1.255 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico,4,4,,98 cv,Líquida,,7.500 rpm,Multidisco en baño de aceite,Cadena,Doble cuna tubular,Mecánico,Acero,Doble brazo de acero,43 mm,130 mm,Horquilla telescópica,136 mm,Monoamortiguador progresivo con precarga en 7 posiciones y extensión en 4 posiciones,120/70-17,"17""",180/55-17,"17""",ABS de serie,310 mm,2,4,Disco,240 mm,1,Disco,790 mm,19 l,1.480 mm,2.130 mm,6,"104,00 mm","25,00 grados",,Tokico,,,229 kg,,,,,,,,,,,,,
626,Suzuki,GSX 650 F,7.899 €,A,Deportiva,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"48,70 mm",4T,656 cc,Gasolina sin plomo 95/98,"65,50 mm",En línea,DOHC,Electrónico CDI,4,4,,,Aire,,,Multidisco en baño de aceite,Cadena,Doble cuna tubular,Mecánico,Acero,Doble brazo de acero,41 mm,130 mm,Horquilla telescópica hidraúlica,128 mm,Monoamortiguador progresivo,120/70-17,"17""",160/60-17,"17""",ABS de serie,310 mm,2,4,Disco,,,Disco,770 mm,19 l,1.470 mm,2.130 mm,6,"108,00 mm","26,00 grados",,Tokico,,,216 kg,,,,,,,,,,,,,
627,Suzuki,Burgman 125,3.899 €,A1,Scooter,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"48,80 mm",4T,124 cc,Gasolina sin plomo 95/98,"57,00 mm",,SOHC,Electrónico Digital CDI,1,,,,Líquida,,,Automático centrífugo en seco,Correa,Tubular,Automático,Acero,"Motor, monobrazo",92 mm,,Horquilla telescópica hidraúlica,83 mm,Doble amortiguador hidráulico,110/90-13,"13""",130/70-12,"12""",ABS opcional,220 mm,1,2,Disco,220 mm,,Disco,735 mm,11 l,1.465 mm,2.055 mm,,"93,00 mm","27,00 grados",,Nissin,,,159 kg,,,,,,,,,,,,,
628,Suzuki,GSX 1250 FA,9.999 €,A,Touring,2016,https://moto.suzuki.es/,Inyección electrónica,Automático,"64,00 mm",4T,1.255 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico,4,4,,98 cv,Líquida,,7.500 rpm,Multidisco en baño de aceite,Cadena,Doble cuna tubular,Mecánico,Acero,Doble brazo de acero,43 mm,130 mm,Horquilla telescópica,137 mm,Monoamortiguador progresivo,120/70-17,"17""",180/55-17,"17""",ABS de serie,310 mm,2,4,Disco,240 mm,1,Disco,805 mm,19 l,1.485 mm,2.130 mm,6,,,,Tokico,,,257 kg,,,,,,,,,,,,,
629,KTM,1290 Super Adventure R 2023,21.389 €,A,Trail,2023,http://www.ktm.com/es/,Inyección electrónica Keihin y doble encendido,Eléctrico,"71,00 mm",4 Tiempos,1.301 cc,Gasolina sin plomo 95/98,"108,00 mm",En V a 75 grados,DOHC,Electrónico,2,4,140 nm,160 cv,Líquida,6.750 rpm,8.750 rpm,Multidisco con sistema antirrebote PASC,Cadena,Multitubular tipo Trellis,Hidráulico,Acero,Doble brazo,48 mm,200 mm,Horquilla invertida multiregulable semiactiva,200 mm,Monoamortiguador con PDS y semiactivo,110/70 ZR 19,"19x3,50",170/60 ZR 17,17x5,ABS desconectable,320 mm,2,4,Disco,267 mm,2,Disco,860 mm,23 l,1.560 mm,,6,"120,00 mm","64,00 grados",WP Xplor,Brembo,Radial,,215 kg,WP Xplor,,,,,,,,,,,220 mm,
630,KTM,1290 Super Adventure S 2023,21.369 €,A,Trail,2023,http://www.ktm.com/es/,Inyección electrónica Keihin y doble encendido,Eléctrico,"71,00 mm",4 Tiempos,1.301 cc,Gasolina sin plomo 95/98,"108,00 mm",En V a 75 grados,DOHC,Electrónico,2,4,140 nm,160 cv,Líquida,6.750 rpm,8.750 rpm,Multidisco con sistema antirrebote PASC,Cadena,Multitubular tipo Trellis,Hidráulico,Acero,Doble brazo,48 mm,200 mm,Horquilla invertida multiregulable semiactiva,200 mm,Monoamortiguador con PDS y semiactivo,110/70 ZR 19,"19x3,50",170/60 ZR 17,17x5,ABS desconectable,320 mm,2,4,Disco,267 mm,2,Disco,860 mm,23 l,1.560 mm,,6,"120,00 mm","64,00 grados",WP SAT,Brembo,Radial,,215 kg,WP SAT,,,,,,,,,,,220 mm,
631,KTM,890 Adventure 2023,15.269 €,A,Trail,2023,http://www.ktm.com/es/,Inyección electrónica,Eléctrico,"68,80 mm",Cuatro Tiempos,889 cc,Gasolina sin plomo 95,"90,70 mm",En línea,DOHC,Electrónico,2,4,100 nm,103 cv,Líquida,6.500 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Multitubular tipo trellis,Manual,Acero al cromomolibdeno,Doble brazo,48 mm,200 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,"2,50 x 21",150/70-18,"4,50 x 18",ABS con asistencia en curva y modo off road,320 mm,2,4,Disco,260 mm,1,Disco,880 mm,20 l,1.509 mm,,6,"107,80 mm","64,10 grados",WP XPlor,Brembo,Anclaje radial,Brembo,196 kg,WP Xplor,Brembo,,,,,,,,,,233 mm,
632,KTM,790 Adventure 2023,11.323 €,A/A2,Naked,2023,http://www.ktm.com/es/,Inyección electrónica,Eléctrico,"65,70 mm",Cuatro Tiempos,799 cc,Gasolina sin plomo 95,"88,00 mm",En línea,DOHC,Electrónico,2,4,88 nm,93 cv,Líquida,6.600 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero al cromomolibdeno/Aluminio,Doble brazo,43 mm,200 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,21,150/70-18,18,ABS con asistencia en curva,320 mm,2,4,Disco,260 mm,2,Disco,825 mm,20 l,1.509 mm,,6,"107,80 mm","64,10 grados",WP,Brembo,Doble piston anclaje radial,,189 kg,WP,Brembo,,,,,,,,,,233 mm,
633,KTM,890 Adventure 2023,14.259 €,A,Trail,2023,http://www.ktm.com/es/,Inyección electrónica,Eléctrico,"68,80 mm",Cuatro Tiempos,889 cc,Gasolina sin plomo 95,"90,70 mm",En línea,DOHC,Electrónico,2,4,100 nm,103 cv,Líquida,6.500 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Multitubular tipo trellis,Manual,Acero al cromomolibdeno,Doble brazo,43 mm,200 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,"2,50 x 21",150/70-18,"4,50 x 18",ABS con asistencia en curva y modo off road,320 mm,2,4,Disco,260 mm,1,Disco,830 mm,20 l,1.509 mm,,6,"107,80 mm","64,10 grados",WP APEX,Brembo,Anclaje radial,Brembo,196 kg,WP APEX,Brembo,,,,,,,,,,233 mm,
634,KTM,790 Duke 2022,8.999 €,A/A2,Naked,2022,http://www.ktm.com/es/,Inyección electrónica,Eléctrico,"65,70 mm",Cuatro Tiempos,799 cc,Gasolina sin plomo 95,"88,00 mm",En línea,DOHC,Electrónico,2,4,86 nm,93 cv,Líquida,8.000 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Manual,Acero al cromomolibdeno/Aluminio,Doble brazo,43 mm,140 mm,Horquilla invertida,150 mm,Monoamortiguador,120/70-17,17,180/55-17,17,ABS con asistencia en curva,300 mm,2,4,Disco,240 mm,2,Disco,825 mm,14 l,1.475 mm,,6,"98,00 mm","66,00 grados",WP APEX,Brembo,Doble piston anclaje radial,,169 kg,WP,Brembo,,,,,,,,,,186 mm,
