,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
384,Honda,CRF 250 M,4.759 €,A2,Offroad,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"55,00 mm",4T,249 cc,Gasolina sin plomo 95/98,"76,00 mm",En línea,DOHC,Electrónico CDI,1,4,22 nm,22 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga con sección oval,Mecánico,Acero,Doble brazo de aluminio,43 mm,,Horquilla telescópica invertida,,Amortiguador,110/70-17,"2,75-17""",130/70-17,"3,50-17""",,296 mm,1,2,Disco,220 mm,1,Disco,855 mm,8 l,1.446 mm,,6,"71,00 mm","25,00 grados",Showa,,,,145 kg,,,,,,,,,,,,,
385,Honda,CB 500 F,5.799 €,A2,Naked,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"66,80 mm",4T,471 cc,Gasolina sin plomo 95/98,"67,00 mm",En línea,DOHC,Digital transistorizado con control computerizado y avance electrónico,2,4,43 nm,47 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga de tubos,Mecánico,Acero,Doble viga de aluminio,41 mm,120 mm,Horquilla telescópica,,Amortiguador con precarga ajustable 9 posiciones,120/70-17,"3,50-17""",160/60-17,"4,50-17""",,320 mm,1,2,Disco,240 mm,1,Disco,790 mm,17 l,1.410 mm,2.080 mm,6,"102,00 mm","26,00 grados",,,,,192 kg,,,,,,,,,,,,,
386,Honda,CRF,4.459 €,A2,Offroad,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"55,00 mm",4T,249 cc,Gasolina sin plomo 95/98,"76,00 mm",En línea,DOHC,Electrónico CDI,1,4,22 nm,22 cv,Líquida,7.000 rpm,8.500 rpm,Multi disco en baño aceite,Cadena,Perimetral,Mecánico,Acero,Doble brazo de aluminio,43 mm,,Horquilla invertida,,Amortiguador,3-21,"1,6-21""",120/80-18,"2,15-18""",,256 mm,1,2,Disco,220 mm,1,Disco,875 mm,8 l,1.445 mm,2.195 mm,6,"113,00 mm","28,00 grados",Showa,,,,144 kg,,,,,,,,,,,,,
387,Honda,CB 500 X,6.249 €,A2,Trail,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"66,80 mm",4T,471 cc,Gasolina sin plomo 95/98,"67,00 mm",En línea,DOHC,Digital transistorizado con control computerizado y avance electrónico,2,4,43 nm,46 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga de tubos,Mecánico,Acero,Doble viga de aluminio,41 mm,140 mm,Horquilla telescópica,,Amortiguador con precarga ajustable 9 posiciones,120/70-17,"3,50-17""",160/60-17,"4,50-17""",ABS,320 mm,1,2,Disco,240 mm,1,Disco,810 mm,17 l,1.421 mm,2.095 mm,6,"108,00 mm","27,00 grados",,,,,196 kg,,,,,,,,,,,,,
388,Honda,CBR 1000 RR Fireblade,16.739 €,A,Deportiva,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"55,10 mm",4T,999 cc,Gasolina sin plomo 95/98,"76,00 mm",En línea,DOHC,Digital transistorizado con control computerizado y avance electrónico,4,4,114 nm,180 cv,Líquida,10.500 rpm,12.250 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble viga,Mecánico,Aluminio,Doble viga de aluminio,43 mm,130 mm,Horquilla telescópica invertida,138 mm,Amortiguador con botella de gas y 10 posiciones de precarga,120/70-17,"3,50-17""",190/50-17,"6-17""",,320 mm,2,4,Disco flotante,220 mm,2,Disco,820 mm,18 l,1.410 mm,2.075 mm,6,"96,00 mm","23,00 grados",Showa,Tokico,Radial monobloque,,200 kg,,,,,,,,,,,,,
389,Honda,CBR 125 R,3.499 €,A1,Deportiva,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"47,20 mm",4T,124 cc,Gasolina sin plomo 95/98,"58,00 mm",En línea,SOHC,Digital transistorizado con control computerizado y avance electrónico,1,2,10 nm,12 cv,Líquida,8.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble viga de acero,31 mm,120 mm,Horquilla telescópica,126 mm,Amortiguador,100/80-17,"2,5-17""",130/70-17,"3,50-17""",No,276 mm,1,2,Disco,220 mm,1,Disco,793 mm,13 l,1.313 mm,1.946 mm,6,"90,00 mm","35,00 grados",,Nissin,,,136 kg,,,,,,,,,,,,,
390,Honda,CBR 500 R,6.249 €,A2,Deportiva,2016,http://www.honda.es/motorcycles.html,Inyección electrónica,Automático,"66,80 mm",4T,471 cc,Gasolina sin plomo 95/98,"67,00 mm",En línea,DOHC,Digital transistorizado con control computerizado y avance electrónico,2,4,43 nm,46 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble viga de tubos,Mecánico,Acero,Doble viga de aluminio,41 mm,122 mm,Horquilla telescópica,104 mm,Amortiguador con precarga ajustable 9 posiciones,120/70-17,"3,50-17""",160/60-17,"4,50-17""",,320 mm,1,2,Disco,240 mm,1,Disco,790 mm,17 l,1.410 mm,2.075 mm,6,"101,00 mm","26,00 grados",,,,,194 kg,,,,,,,,,,,,,
391,Honda,Integra,9.349 €,A2,Scooter,2016,http://www.honda.es/motorcycles.html,Inyección electrónica PGM FI,Eléctrico,"80,00 mm",Cuatro Tiempos,745 cc,Gasolina,"77,00 mm",Transversal,SOHC,Electrónico,2,4,68 nm,53 cv,Líquida,4.750 rpm,6.250 rpm,"Doble, multidisco en baño de aceite",Cadena,"Diamante, de tubos.",Hidráulico,Acero,Doble brazo tipo Pro Link,41 mm,120 mm,Horquilla convencional,120 mm,Amortiguador Monoshock,120/70-17,17X3.50,160/60-17,17X4.50,ABS de 2 vias,320 mm,1,2,Diisco,240 mm,1,Disco,790 mm,14 l,1.525 mm,2.215 mm,6,,,,,,,238 kg,,,,,,,,,,,,135 mm,
392,Yamaha,R6 Race 2022,13.199 €,A,Deportiva,2022,www.yamaha-motor.eu,Inyeccion de gasolina,Eléctrico,"42,50 mm",Cuatro ´tiempos,599 cc,Gasolina sin plomo 95,"67,00 mm",En línea inclinados hacia adelante,DOHC,Electrónico TCI,4,4,62 nm,118 cv,Líquida,10.500 rpm,14.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Diamante,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo,120/70-17,"3,50-17""",180/55-17,"5-17""",,320 mm,2,4,Disco,220 mm,2,Disco,850 mm,17 l,1.375 mm,1.990 mm,6,"97,00 mm","24,00 grados",,,Radial monobloque,Nissin,185 kg,,,,,,,,,,,,130 mm,
393,Yamaha,Neo`s 2022,2.549 €,AM,Scooter,2022,www.yamaha-motor.eu,,,,,,,,,,,,,136 nm,3 cv,,,,,,Tubular,,Acero,Doble brazo,90 mm,,Horquilla convencional,80 mm,Doble amortiguador,110/70-13,13,130/70-13,13,,200 mm,,,Disco,,,Tambor,795 mm,,1.305 mm,1.875 mm,,"84,00 mm","25,30 grados",,,,,98 kg,,,Excitation 3 phase synchronized motor,45 Km/h,"38,00 km",Iones de Litio,"0,96 Kw/h","8,00 horas","4,00 horas",,,135 mm,"37,00 km"
394,Yamaha,R7 60 Aniversario,9.799 €,A,Deportiva,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,67 nm,73 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,130 mm,Amortiguador con precarga y rebote ajustable,120/70ZR17M/C (58W),"17""",180/55ZR17M/C (73W),"17""",ABS,268 mm,2,,Disco,245 mm,2,Disco,835 mm,13 l,1.395 mm,2.070 mm,6,"90,00 mm","24,40 grados",,,,,188 kg,,,,,,,,,,,,135 mm,
395,Yamaha,R7 2022,9.399 €,A,Deportiva,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,67 nm,73 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,130 mm,Amortiguador con precarga y rebote ajustable,120/70ZR17M/C (58W),"17""",180/55ZR17M/C (73W),"17""",ABS,268 mm,2,,Disco,245 mm,2,Disco,835 mm,13 l,1.395 mm,2.070 mm,6,"90,00 mm","24,40 grados",,,,,188 kg,,,,,,,,,,,,135 mm,
396,Yamaha,Tenere 700 World Raid 2022,12.599 €,A,Trail,2022,www.yamaha-motor.eu,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC (Doble árbol de levas),Electrónico CDI,2,4,68 nm,72 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble cuna,Mecánico por cable,acero,Doble brazo de aluminio,43 mm,210 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,21,150/70-18,18,ABS desconectable,282 mm,2,,Disco,245 mm,,Disco,875 mm,16 l,1.595 mm,2.370 mm,6,"105,00 mm","27,00 grados",Kayaba,,,,200 kg,,,,,,,,,,,,240 mm,
397,Yamaha,Tenere 700 Rally Edition 2022,11.899 €,A,Trail,2022,www.yamaha-motor.eu,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC (Doble árbol de levas),Electrónico CDI,2,4,68 nm,72 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble cuna,Mecánico por cable,acero,Doble brazo de aluminio,43 mm,210 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,21,150/70-18,18,ABS desconectable,282 mm,2,,Disco,245 mm,,Disco,875 mm,16 l,1.595 mm,2.370 mm,6,"105,00 mm","27,00 grados",Kayaba,,,,200 kg,,,,,,,,,,,,240 mm,
398,Yamaha,Tenere 700 2022,10.299 €,A,Trail,2022,www.yamaha-motor.eu,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC (Doble árbol de levas),Electrónico CDI,2,4,68 nm,72 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble cuna,Mecánico por cable,acero,Doble brazo de aluminio,43 mm,210 mm,Horquilla invertida,200 mm,Monoamortiguador,90/90-21,21,150/70-18,18,ABS desconectable,282 mm,2,,Disco,245 mm,,Disco,875 mm,16 l,1.595 mm,2.370 mm,6,"105,00 mm","27,00 grados",Kayaba,,,,200 kg,,,,,,,,,,,,240 mm,
399,Yamaha,XSR 700 XTribute 2022,8.799 €,A/A2,Naked,2022,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95/98,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,67 nm,74 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Backbone con subchasis en dos piezas,Mecánico,Acero,Doble brazo,,130 mm,Horquilla telescópica,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,2,Disco,245 mm,1,Disco,855 mm,14 l,1.405 mm,2.075 mm,6,"90,00 mm","24,30 grados",,,,,186 kg,,,,,,,,,,,,140 mm,
400,Yamaha,MT 10 SP 2022,N.D.,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"50,90 mm",Cuatro tiempos,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,165 cv,Líquida,9.000 rpm,11.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Tipo diamante,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",ABS,320 mm,320,4,Disco,220 mm,2,Disco,835 mm,17 l,1.405 mm,2.100 mm,6,"102,00 mm","24,00 grados",Ohlins electróincas,Brembo,Radial,Brembo,212 kg,Ohlins Electrónicas,Brembo,,,,,,,,,,135 mm,
401,Yamaha,MT 10 2022,N.D.,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"50,90 mm",Cuatro tiempos,998 cc,Gasolina sin plomo 95/98,"79,00 mm",En línea,DOHC,Electrónico TCI,4,4,112 nm,165 cv,Líquida,9.000 rpm,11.500 rpm,Multidisco en baño de aceite,Cadena de retenes,Tipo diamante,Hidraúlico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla hidráulica invertida,120 mm,Monoamortiguador progresivo con botella de gas separada,120/70-17,"17""",190/55-17,"17""",ABS,320 mm,320,4,Disco,220 mm,2,Disco,835 mm,17 l,1.405 mm,2.100 mm,6,"102,00 mm","24,00 grados",,Brembo,Radial,Brembo,212 kg,,Brembo,,,,,,,,,,135 mm,
402,Yamaha,MT 09 SP 2022,11.899 €,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"62,10 mm",Cuatro Tiempos,890 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,93 nm,94 cv,Líquida,7.000 rpm,6.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,130 mm,Horquilla invertida,122 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,825 mm,14 l,1.430 mm,2.090 mm,6,"108,00 mm","25,00 grados",KYB Regulable,,Radial,,189 kg,Ohlins,,,,,,,,,,,140 mm,
403,Yamaha,MT 09 2022,9.999 €,A,Naked,2022,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"62,10 mm",Cuatro Tiempos,890 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,93 nm,119 cv,Líquida,7.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,130 mm,Horquilla invertida,122 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,825 mm,14 l,1.430 mm,2.090 mm,6,"108,00 mm","25,00 grados",,,Radial,,189 kg,,,,,,,,,,,,140 mm,
404,Yamaha,T Max 560 2022,12.499 €,A/A2,Scooter,2022,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",Cuatro tiempos,562 cc,Gasolina sin plomo 95,"70,00 mm",En línea,DOHC,Electrónico TCI,2,4,56 nm,46 cv,Líquida,5.250 rpm,7.500 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla invertida,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,218 kg,,,,,,,,,,,,125 mm,
405,Yamaha,XSR 125 2021,4.399 €,A1,Naked,2021,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"58,60 mm",Cuatro Tiempos,124 cc,Gasolina sin plomo 95,"52,00 mm",Vertical,SOHC,Electrónico TCI,1,4,12 nm,15 cv,Líquida,8.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga tipo Deltabox,Mecánico,Acero,Doble brazo,37 mm,130 mm,Horquilla telescópica invertida,110 mm,Monoamortiguador progresivo Monocross,110/70-17,"17""",140/70-17,"17""",ABS,267 mm,1,4,Disco,220 mm,2,Disco,815 mm,11 l,1.330 mm,1.960 mm,6,"95,00 mm","26,00 grados",,,Anclaje Radial,,140 kg,,,,,,,,,,,,160 mm,
406,Yamaha,Tracer 7 2021,8.599 €,A/A2,Trail,2019,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,74 cv,Líquida,6.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,142 mm,Amortiguador con precarga y rebote ajustable,120/70 R17,"17""",180/55-17,"17""",ABS,282 mm,2,,Disco,245 mm,2,Disco,835 mm,17 l,1.450 mm,2.138 mm,6,"90,00 mm","24,80 grados",,,,,196 kg,,,,,,,,,,,,140 mm,
407,Yamaha,X Max 300 2021,5.999 €,A2,Scooter,2021,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"75,80 mm",Cuatro Tiempos,292 cc,Gasolina sin plomo 95,"70,00 mm",Vertical,SOHC,Electrónico TCI,1,4,29 nm,28 cv,Líquida,5.750 rpm,7.250 rpm,Centrífugo,Correa,Tubular,,Acero,Motor oscilante,,,Horquilla convencional,,Doble amortiguador con regulación de precarga,120/70-15,15,140/70-14,14,ABS,267 mm,,2,Disco,245 mm,,Disco,795 mm,13 l,1.540 mm,2.185 mm,,,,,,,,180 kg,,,,,,,,,,,,135 mm,
408,Yamaha,X Max 125 2021,4.999 €,A1,Scooter,2021,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"58,70 mm",Cuatro Tiempos,124 cc,Gasolina sin plomo 95,"52,00 mm",Vertical,SOHC,Electrónico CDI,1,4,12 nm,14 cv,Líquida,6.750 rpm,9.000 rpm,Automático centrífugo en seco,Correa,Tubular central,Automático,Acero,"Motor, monobrazo",,110 mm,Horquilla telescópica,90 mm,Doble amortiguador,120/70-15,"15""",140/70-14,"14""",ABS,267 mm,1,2,Disco,245 mm,,Disco,800 mm,13 l,1.570 mm,2.185 mm,,,,,,,,169 kg,,,,,,,,,,,,,
409,Yamaha,T Max 560 2021,12.499 €,A/A2,Scooter,2021,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",Cuatro tiempos,562 cc,Gasolina sin plomo 95,"70,00 mm",En línea,DOHC,Electrónico TCI,2,4,56 nm,46 cv,Líquida,5.250 rpm,7.500 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla invertida,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,218 kg,,,,,,,,,,,,125 mm,
410,Yamaha,Tracer 9 GT 2021,14.299 €,A,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"62,10 mm",Cuatro Tiempos,890 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,93 nm,119 cv,Líquida,7.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Aluminio,Doble brazo de aluminio,41 mm,130 mm,Horquilla invertida,122 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,810 mm,19 l,1.500 mm,2.175 mm,6,"108,00 mm","25,00 grados",,,Radial,,213 kg,,,,,,,,,,,,135 mm,
411,Yamaha,Tracer 9 2021,11.799 €,A,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"62,10 mm",Cuatro Tiempos,890 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,93 nm,119 cv,Líquida,7.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Aluminio,Doble brazo de aluminio,41 mm,130 mm,Horquilla invertida,122 mm,Amortiguador con precarga y rebote ajustable,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,810 mm,19 l,1.500 mm,2.175 mm,6,"108,00 mm","25,00 grados",,,Radial,,213 kg,,,,,,,,,,,,135 mm,
412,Yamaha,Tracer 7 GT 2021,9.359 €,A/A2,Trail,2021,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,72 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,142 mm,Amortiguador con precarga y rebote ajustable,120/70 R17,"17""",180/55-17,"17""",ABS,282 mm,2,,Disco,245 mm,2,Disco,840 mm,17 l,1.460 mm,2.140 mm,6,"90,00 mm","24,80 grados",,,,,196 kg,,,,,,,,,,,,140 mm,
413,Yamaha,MT 07 2021,6.999 €,A/A2,Naked,2021,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,67 nm,73 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla telescópica invertida,130 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,2,Disco,245 mm,1,Disco,805 mm,14 l,1.400 mm,2.085 mm,6,"90,00 mm","24,50 grados",,,,,184 kg,,,,,,,,,,,,140 mm,
414,Yamaha,MT 09 2021,9.899 €,A,Naked,2021,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Automático,"62,10 mm",Cuatro Tiempos,890 cc,Gasolina sin plomo 95,"78,00 mm",En línea,DOHC,Electrónico TCI,3,4,93 nm,119 cv,Líquida,7.000 rpm,10.000 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,,Doble brazo de aluminio,41 mm,130 mm,Horquilla invertida,122 mm,Amortiguador,120/70-17,"17""",180/55-17,"17""",ABS,298 mm,2,4,Disco,245 mm,2,Disco,825 mm,14 l,1.430 mm,2.090 mm,6,"108,00 mm","25,00 grados",,,Radial,,189 kg,,,,,,,,,,,,140 mm,
415,Yamaha,Tracer 700 2020,8.599 €,A/A2,Trail,2020,http://www.yamaha-motor.eu/es/index.aspx,Inyección electrónica,Eléctrico,"68,60 mm",Cuatro Tiempos,689 cc,Gasolina sin plomo 95,"80,00 mm",En línea,DOHC,Electrónico TCI,2,4,68 nm,72 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Diamante,Mecánico,Acero,Doble brazo,,130 mm,Horquilla convencional,142 mm,Amortiguador con precarga y rebote ajustable,120/70 R17,"17""",180/55-17,"17""",ABS,282 mm,2,,Disco,245 mm,2,Disco,840 mm,17 l,1.460 mm,2.140 mm,6,"90,00 mm","24,80 grados",,,,,196 kg,,,,,,,,,,,,140 mm,
416,Yamaha,T Max 560 Tech 2020,14.399 €,A/A2,Scooter,2019,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",Cuatro tiempos,562 cc,Gasolina sin plomo 95,"70,00 mm",En línea,DOHC,Electrónico TCI,2,4,56 nm,46 cv,Líquida,5.250 rpm,7.500 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla invertida,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,218 kg,,,,,,,,,,,,125 mm,
417,Yamaha,T Max 560 2020,12.499 €,A/A2,Scooter,2019,www.yamaha-motor.eu/es/,Inyección electrónica,Eléctrico,"73,00 mm",Cuatro tiempos,562 cc,Gasolina sin plomo 95,"70,00 mm",En línea,DOHC,Electrónico TCI,2,4,56 nm,46 cv,Líquida,5.250 rpm,7.500 rpm,Centrífugo,Correa trapezoidal,Diamante,,Aluminio,Doble brazo de aluminio,,120 mm,Horquilla invertida,117 mm,Monoamortiguador con bieletas,120/70-15,15,160/60-15,15,ABS,267 mm,2,4,Disco,282 mm,,Disco,800 mm,15 l,1.575 mm,2.200 mm,,,,,,monobloque radial,,218 kg,,,,,,,,,,,,125 mm,
418,Yamaha,MT 125 2020,4.549 €,A1,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"58,60 mm",4T,124 cc,Gasolina sin plomo 95,"52,00 mm",Vertical,SOHC,Electrónico TCI,1,4,12 nm,15 cv,Líquida,8.000 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga tipo Deltabox,Mecánico,Acero,Doble brazo,41 mm,130 mm,Horquilla telescópica invertida,114 mm,Monoamortiguador progresivo Monocross,100/80-17,"17""",140/70-17,"17""",ABS,292 mm,1,4,Disco,220 mm,2,Disco,810 mm,10 l,1.325 mm,1.960 mm,6,"95,00 mm","26,00 grados",,,Anclaje Radial,,140 kg,,,,,,,,,,,,140 mm,
419,Yamaha,MT 03 2020,5.300 €,A2,Naked,2019,www.yamaha-motor.eu/es/es/,Inyección electrónica,Automático,"44,10 mm",4T,321 cc,Gasolina sin plomo 95/98,"68,00 mm",En línea,DOHC,Electrónico TCI,2,4,30 nm,42 cv,Líquida,9.000 rpm,10.750 rpm,Multidisco en baño de aceite,Cadena,Multitubular tipo diamante,Mecánico,Acero,Doble brazo asimétrico,37 mm,130 mm,Horquilla telescópica Invertida,125 mm,Amortiguador,110/70-17,"17""",140/70-17,"17""",ABS,298 mm,1,2,Disco,220 mm,1,Disco,780 mm,14 l,1.380 mm,2.090 mm,6,"95,00 mm","25,00 grados",,,,,168 kg,,,,,,,,,,,,160 mm,
